10.0.0.21:¡5052¿,10.0.0.21:¡5052¿,10.0.0.21,0
10.0.0.21:¡5052¿,10.0.0.20:¡5051¿,10.0.0.20,1
10.0.0.21:¡5052¿,10.0.1.21:¡5053¿,10.0.1.21,1
10.0.0.21:¡5052¿,10.0.3.21:¡5054¿,10.0.3.21,1
