10.0.2.21:¡5054¿,10.0.2.21:¡5054¿,10.0.2.21,0
10.0.2.21:¡5054¿,10.0.2.20:¡5053¿,10.0.2.20,1
10.0.2.21:¡5054¿,10.0.3.20:¡5052¿,10.0.3.20,1
10.0.2.21:¡5054¿,10.0.4.20:¡5051¿,10.0.2.20,2
